User ID,Account ID,Job ID,Submit Time,Start Time,End Time,Wait Time (s),Run Time (s)
user68,account62,43,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:05:05,2.0,20651.0
user68,account62,44,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:17:52,2.0,21418.0
user68,account62,45,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:13:06,2.0,21132.0
user68,account62,46,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:21:58,2.0,21664.0
user68,account62,47,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 00:54:38,2.0,20024.0
user68,account62,48,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 00:57:24,2.0,20190.0
user68,account62,49,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:07:28,2.0,20794.0
user68,account62,50,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:09:50,2.0,20936.0
user68,account62,51,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 00:48:48,2.0,19674.0
user68,account62,52,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:18:18,2.0,21444.0
user68,account62,53,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:21:50,2.0,21656.0
user68,account62,54,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:11:43,2.0,21049.0
user68,account62,55,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 02:23:45,2.0,25371.0
user68,account62,56,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 00:26:36,2.0,18342.0
user68,account62,57,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:27:14,2.0,21980.0
user68,account62,58,2024-09-29 19:20:52,2024-09-29 19:20:54,2024-09-30 01:27:07,2.0,21973.0
user68,account62,59,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:28:55,1.0,22081.0
user68,account62,60,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:10:26,1.0,20972.0
user68,account62,61,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:23:27,1.0,21753.0
user68,account62,62,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:18:51,1.0,21477.0
user68,account62,63,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:20:30,1.0,21576.0
user68,account62,64,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:22:07,1.0,21673.0
user68,account62,65,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:04:14,1.0,20600.0
user68,account62,66,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:11:38,1.0,21044.0
user68,account62,67,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:04:55,1.0,20641.0
user68,account62,68,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:04:45,1.0,20631.0
user68,account62,69,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:10:27,1.0,20973.0
user68,account62,70,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:07:07,1.0,20773.0
user68,account62,71,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:06:55,1.0,20761.0
user68,account62,72,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:06:57,1.0,20763.0
user68,account62,73,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:05:31,1.0,20677.0
user68,account62,74,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:07:21,1.0,20787.0
user68,account62,75,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:08:53,1.0,20879.0
user68,account62,76,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:07:52,1.0,20818.0
user68,account62,77,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:11:08,1.0,21014.0
user68,account62,78,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:09:04,1.0,20890.0
user68,account62,79,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:12:09,1.0,21075.0
user68,account62,80,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:08:44,1.0,20870.0
user68,account62,81,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:30:59,1.0,18605.0
user68,account62,82,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:29:23,1.0,18509.0
user68,account62,83,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:13:10,1.0,21136.0
user68,account62,84,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:20:15,1.0,21561.0
user68,account62,85,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:16:23,1.0,21329.0
user68,account62,86,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:13:19,1.0,21145.0
user68,account62,87,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:14:21,1.0,21207.0
user68,account62,88,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:15:36,1.0,21282.0
user68,account62,89,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:13:45,1.0,21171.0
user68,account62,90,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:15:31,1.0,21277.0
user68,account62,91,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:38:28,1.0,19054.0
user68,account62,92,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:42:57,1.0,19323.0
user68,account62,93,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:58:39,1.0,20265.0
user68,account62,94,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:57:24,1.0,20190.0
user68,account62,95,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:07:02,1.0,20768.0
user68,account62,96,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:17:01,1.0,21367.0
user68,account62,97,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:34:13,1.0,18799.0
user68,account62,98,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:19:26,1.0,21512.0
user68,account62,99,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:11:32,1.0,21038.0
user68,account62,100,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:53:30,1.0,19956.0
user68,account62,101,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:12:46,1.0,21112.0
user68,account62,102,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 01:14:06,1.0,21192.0
user68,account62,103,2024-09-29 19:20:53,2024-09-29 19:20:54,2024-09-30 00:59:31,1.0,20317.0
user68,account62,104,2024-09-29 19:20:53,2024-09-29 19:20:57,2024-09-30 01:12:43,4.0,21106.0
user68,account62,105,2024-09-29 19:20:53,2024-09-29 19:20:57,2024-09-30 01:14:50,4.0,21233.0
user68,account62,106,2024-09-29 19:20:53,2024-09-29 19:20:57,2024-09-30 00:52:59,4.0,19922.0
user68,account62,107,2024-09-29 19:20:53,2024-09-29 19:20:57,2024-09-30 01:19:42,4.0,21525.0
user68,account62,108,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:41:50,3.0,19253.0
user68,account62,109,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:00:58,3.0,20401.0
user68,account62,110,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:52:51,3.0,19914.0
user68,account62,111,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:05:27,3.0,20670.0
user68,account62,112,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:44:44,3.0,19427.0
user68,account62,113,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:05:10,3.0,20653.0
user68,account62,114,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:17:01,3.0,21364.0
user68,account62,115,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:05:25,3.0,20668.0
user68,account62,116,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:28:45,3.0,22068.0
user68,account62,117,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:22:41,3.0,21704.0
user68,account62,118,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:24:43,3.0,21826.0
user68,account62,119,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:21:29,3.0,21632.0
user68,account62,120,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:18:36,3.0,21459.0
user68,account62,121,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:19:05,3.0,21488.0
user68,account62,122,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:18:54,3.0,21477.0
user68,account62,123,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:22:48,3.0,21711.0
user68,account62,124,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:57:18,3.0,20181.0
user68,account62,125,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:04:47,3.0,20630.0
user68,account62,126,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:12:45,3.0,21108.0
user68,account62,127,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:12:02,3.0,21065.0
user68,account62,128,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:07:48,3.0,20811.0
user68,account62,129,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:09:13,3.0,20896.0
user68,account62,130,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:12:00,3.0,21063.0
user68,account62,131,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:00:33,3.0,20376.0
user68,account62,132,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:09:11,3.0,20894.0
user68,account62,133,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:10:29,3.0,20972.0
user68,account62,134,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:08:08,3.0,20831.0
user68,account62,135,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:07:53,3.0,20816.0
user68,account62,136,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:11:21,3.0,21024.0
user68,account62,137,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:14:12,3.0,21195.0
user68,account62,138,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:18:57,3.0,21480.0
user68,account62,139,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:12:12,3.0,21075.0
user68,account62,140,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:59:43,3.0,20326.0
user68,account62,141,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:55:18,3.0,20061.0
user68,account62,142,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 00:51:20,3.0,19823.0
user68,account62,143,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:13:04,3.0,21127.0
user68,account62,144,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:13:49,3.0,21172.0
user68,account62,145,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:17:41,3.0,21404.0
user68,account62,146,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:10:21,3.0,20964.0
user68,account62,147,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:00:43,3.0,20386.0
user68,account62,148,2024-09-29 19:20:54,2024-09-29 19:20:57,2024-09-30 01:10:58,3.0,21001.0
user68,account62,149,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:13:04,2.0,21127.0
user68,account62,150,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:16:42,2.0,21345.0
user68,account62,151,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:20:17,2.0,21560.0
user68,account62,152,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:22:32,2.0,21695.0
user68,account62,153,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:25:46,2.0,21889.0
user68,account62,154,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:58:23,2.0,20246.0
user68,account62,155,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:57:20,2.0,20183.0
user68,account62,156,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:51:08,2.0,19811.0
user68,account62,157,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:59:52,2.0,20335.0
user68,account62,158,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:01:43,2.0,20446.0
user68,account62,159,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:17:11,2.0,21374.0
user68,account62,160,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:55:56,2.0,20099.0
user68,account62,161,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:38:57,2.0,19080.0
user68,account62,162,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:13:57,2.0,21180.0
user68,account62,163,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:16:47,2.0,21350.0
user68,account62,164,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:19:47,2.0,21530.0
user68,account62,165,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:11:26,2.0,21029.0
user68,account62,166,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:08:21,2.0,20844.0
user68,account62,167,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:19:46,2.0,21529.0
user68,account62,168,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:17:52,2.0,21415.0
user68,account62,169,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:48:19,2.0,19642.0
user68,account62,170,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:16:54,2.0,21357.0
user68,account62,171,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:20:56,2.0,21599.0
user68,account62,172,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:22:53,2.0,21716.0
user68,account62,173,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:32:43,2.0,22306.0
user68,account62,174,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:32:00,2.0,22263.0
user68,account62,175,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:50:48,2.0,19791.0
user68,account62,176,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:52:28,2.0,19891.0
user68,account62,177,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 00:47:09,2.0,19572.0
user68,account62,178,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:09:18,2.0,20901.0
user68,account62,179,2024-09-29 19:20:55,2024-09-29 19:20:57,2024-09-30 01:09:36,2.0,20919.0
user68,account62,180,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:16:01,1.0,21304.0
user68,account62,181,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:15:38,1.0,21281.0
user68,account62,182,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:19:20,1.0,21503.0
user68,account62,183,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:00:57,1.0,20400.0
user68,account62,184,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:00:33,1.0,20376.0
user68,account62,185,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:07:56,1.0,20819.0
user68,account62,186,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:14:17,1.0,21200.0
user68,account62,187,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:16:16,1.0,21319.0
user68,account62,188,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:16:24,1.0,21327.0
user68,account62,189,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 00:59:34,1.0,20317.0
user68,account62,190,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:08:49,1.0,20872.0
user68,account62,191,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:10:01,1.0,20944.0
user68,account62,192,2024-09-29 19:20:56,2024-09-29 19:20:57,2024-09-30 01:08:59,1.0,20882.0
user68,account62,193,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:09:50,2.0,20932.0
user68,account62,194,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:02:07,2.0,20469.0
user68,account62,195,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:03:18,2.0,20540.0
user68,account62,196,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:03:03,2.0,20525.0
user68,account62,197,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 00:58:49,2.0,20271.0
user68,account62,198,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 00:56:04,2.0,20106.0
user68,account62,199,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 00:59:22,2.0,20304.0
user68,account62,200,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:07:01,2.0,20763.0
user68,account62,201,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:07:13,2.0,20775.0
user68,account62,202,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:21:21,2.0,21623.0
user68,account62,203,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:20:22,2.0,21564.0
user68,account62,204,2024-09-29 19:20:56,2024-09-29 19:20:58,2024-09-30 01:18:22,2.0,21444.0
user68,account62,205,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:22:16,4.0,21676.0
user68,account62,206,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:19:22,4.0,21502.0
user68,account62,207,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:01:18,4.0,20418.0
user68,account62,208,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:56:17,4.0,20117.0
user68,account62,209,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:06:41,4.0,20741.0
user68,account62,210,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:32:27,4.0,18687.0
user68,account62,211,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:56:55,4.0,20155.0
user68,account62,212,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:56:52,4.0,20152.0
user68,account62,213,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:54:18,4.0,19998.0
user68,account62,214,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:53:20,4.0,19940.0
user68,account62,215,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:55:25,4.0,20065.0
user68,account62,216,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:21:10,4.0,21610.0
user68,account62,217,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:26:14,4.0,18314.0
user68,account62,218,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:30:18,4.0,18558.0
user68,account62,219,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:52:34,4.0,19894.0
user68,account62,220,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:50:31,4.0,19771.0
user68,account62,221,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:30:29,4.0,18569.0
user68,account62,222,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:56:21,4.0,20121.0
user68,account62,223,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:59:55,4.0,20335.0
user68,account62,224,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:56:42,4.0,20142.0
user68,account62,225,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:42:08,4.0,19268.0
user68,account62,226,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 00:49:21,4.0,19701.0
user68,account62,227,2024-09-29 19:20:56,2024-09-29 19:21:00,2024-09-30 01:13:50,4.0,21170.0
user68,account62,228,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:05:56,3.0,20696.0
user68,account62,229,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:13:32,3.0,21152.0
user68,account62,230,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:08:10,3.0,20830.0
user68,account62,231,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:13:09,3.0,21129.0
user68,account62,232,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:01:21,3.0,20421.0
user68,account62,233,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:16:33,3.0,21333.0
user68,account62,234,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:19:56,3.0,21536.0
user68,account62,235,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:06:00,3.0,20700.0
user68,account62,236,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 00:41:25,3.0,19225.0
user68,account62,237,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:01:04,3.0,20404.0
user68,account62,238,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:02:31,3.0,20491.0
user68,account62,239,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:01:24,3.0,20424.0
user68,account62,240,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:18:18,3.0,21438.0
user68,account62,241,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 00:51:01,3.0,19801.0
user68,account62,242,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:05:56,3.0,20696.0
user68,account62,243,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:21:04,3.0,21604.0
user68,account62,244,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:01:02,3.0,20402.0
user68,account62,245,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:09:00,3.0,20880.0
user68,account62,246,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:13:18,3.0,21138.0
user68,account62,247,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 01:03:06,3.0,20526.0
user68,account62,248,2024-09-29 19:20:57,2024-09-29 19:21:00,2024-09-30 00:52:10,3.0,19870.0
